@relation 'snake_game-weka.filters.supervised.instance.Resample-B0.0-S1-Z80.0-no-replacement-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R6,8,18-19-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute Head_x numeric
@attribute Head_y numeric
@attribute Food_x numeric
@attribute Food_y numeric
@attribute Score numeric
@attribute Dist_right_border numeric
@attribute Dist_bottom_border numeric
@attribute Dist_body_x1 numeric
@attribute Dist_body_y1 numeric
@attribute Dist_body_x2 numeric
@attribute Dist_body_y2 numeric
@attribute Tail_x numeric
@attribute Tail_y numeric
@attribute Horizontal_weight numeric
@attribute Vertical_weight numeric
@attribute direction {UP,DOWN,LEFT,RIGHT}

@data
0.617021,0.489362,0.73913,0.478261,0.751494,0.382979,0.510638,1,0.5,1,0.5,0.404255,0.914894,0.002894,0.199643,RIGHT
0.234043,0.340426,0.978261,0.934783,0.19051,0.765957,0.659574,0.5,0,0.5,0,0.234043,0.574468,0.5,0.034822,UP
0.021277,0.659574,0.195652,0.826087,0.309666,0.978723,0.340426,0.5,1,0.5,1,0.021277,0.212766,0.5,0.98429,DOWN
0.531915,0.255319,0.543478,0.456522,0.238664,0.468085,0.744681,0.5,1,0.5,1,0.340426,0.148936,0.195522,0.973527,DOWN
0.765957,0.042553,1,0.065217,0.055536,0.234043,0.957447,0,0.5,0,0.5,0.808511,0.042553,0.838309,0.499946,LEFT
0.191489,0.659574,0.565217,0.913043,0.39297,0.808511,0.340426,0.5,1,0.5,1,0.191489,0.234043,0.5,0.983192,DOWN
0.531915,0.361702,0.108696,0.195652,0.093849,0.468085,0.638298,0.5,0,0.25,0.25,0.617021,0.382979,0.838309,0.077106,UP
0.297872,0.425532,0.217391,0.847826,0.541301,0.702128,0.574468,0.5,0,0.5,0,0.212766,0.893617,0.218076,0.011331,UP
0.361702,0.87234,0.73913,0.73913,0.137434,0.638298,0.12766,1,0.5,1,0.5,0.276596,0.765957,0.043284,0.75365,RIGHT
0.744681,0.531915,0.73913,0.652174,0.892794,0.255319,0.468085,0.5,1,1,0.5,0.680851,0.893617,0.056977,0.250269,DOWN
0.340426,0.106383,1,0.521739,0.604569,0.659574,0.893617,1,0.5,1,0.5,0.234043,0.702128,0.007463,0.082081,RIGHT
0.87234,0.042553,0.869565,0.043478,0.420035,0.12766,0.957447,1,0.5,1,0.5,0.361702,0.085106,0.011332,0.161674,DOWN
0.765957,0.085106,0.695652,0.021739,0.194025,0.234043,0.914894,1,0.5,1,0.5,0.723404,0.212766,0.048922,0.161674,RIGHT
0.234043,0.723404,0.73913,0.956522,0.283656,0.765957,0.276596,0,0.5,0,0.5,0.468085,0.744681,0.968427,0.460915,UP
0.893617,0.489362,0.586957,0.73913,0.151142,0.106383,0.510638,0.5,0,0.75,0.25,0.808511,0.510638,0.161691,0.077106,UP
0.297872,0.574468,0.23913,0.695652,0.500527,0.702128,0.425532,0.5,1,0.5,1,0.382979,0.723404,0.940691,0.553357,DOWN
0.021277,0.765957,0.195652,0.826087,0.307909,0.978723,0.234043,0.5,1,0.5,1,0.021277,0.319149,0.5,0.98429,DOWN
0.638298,0.106383,0.891304,0.195652,0.284359,0.361702,0.893617,0,0.5,0,0.5,0.808511,0.234043,0.987164,0.276686,LEFT
0.957447,0.510638,1,0.804348,0.758524,0.042553,0.489362,0.5,1,0.75,0.75,0.808511,0.723404,0.01791,0.220872,DOWN
0.489362,0.234043,0.565217,0.217391,0.161336,0.510638,0.765957,1,0.5,1,0.5,0.297872,0.234043,0.043284,0.499946,RIGHT
0.319149,1,1,0.304348,0.799297,0.680851,0,1,0.5,1,0.5,0.361702,0.574468,0.140163,0.924324,RIGHT
0.914894,0.553191,1,0.565217,0.100879,0.085106,0.446809,1,0.5,1,0.5,0.787234,0.553191,0.065032,0.499946,RIGHT
0.234043,0.723404,0.347826,0.73913,0.087873,0.765957,0.276596,0.5,1,0.25,0.75,0.319149,0.702128,0.838309,0.922786,DOWN
0.510638,0.595745,0.391304,0.608696,0.028822,0.489362,0.404255,0,0.5,0,0.5,0.595745,0.595745,0.90597,0.499946,LEFT
0.382979,0.085106,0.891304,0.934783,0.719859,0.617021,0.914894,1,0.5,1,0.5,0.531915,0.361702,0.172969,0.139123,RIGHT
0.12766,0.085106,0.847826,0.043478,0.408436,0.87234,0.914894,1,0.5,1,0.5,0,0.425532,0.014601,0.146967,RIGHT
0.148936,0.638298,0.521739,0.978261,0.284007,0.851064,0.361702,0,0.5,0,0.5,0.191489,0.361702,0.975746,0.912215,LEFT
0.765957,0.297872,0.73913,0.065217,0.164148,0.234043,0.702128,0.5,1,0.5,1,0.765957,0.148936,0.5,0.943928,DOWN
0.212766,0.851064,0.73913,0.76087,0.20949,0.787234,0.148936,0,0.5,0,0.5,0.361702,0.829787,0.951078,0.556325,LEFT
0.468085,0.851064,0.23913,0.695652,0.557821,0.531915,0.148936,0.5,1,0.5,1,0.106383,0.595745,0.099371,0.994001,DOWN
0.361702,0.106383,0.630435,0.152174,0.070299,0.638298,0.893617,1,0.5,1,0.5,0.319149,0.106383,0.161691,0.499946,RIGHT
0.425532,0.212766,0.326087,0.304348,0.066081,0.574468,0.787234,0,0.5,0,0.5,0.468085,0.212766,0.838309,0.499946,LEFT
0.744681,0.744681,0.565217,0.586957,0.153954,0.255319,0.255319,1,0.5,0.75,0.75,0.723404,0.553191,0.03867,0.915098,RIGHT
0.638298,0.510638,0.565217,0.913043,0.444991,0.361702,0.489362,0.5,1,0.5,1,0.893617,0.255319,0.743582,0.987058,DOWN
0.765957,0.468085,0.869565,0.434783,0.264675,0.234043,0.531915,1,0.5,1,0.5,0.531915,0.468085,0.034826,0.499946,RIGHT
0.276596,0.787234,0.847826,0.76087,0.987346,0.723404,0.212766,1,0.5,1,0.5,0.702128,0.595745,0.768657,0.984968,RIGHT
0.06383,0.212766,0.956522,0.304348,0.149033,0.93617,0.787234,0.5,1,0.5,1,0.06383,0.06383,0.5,0.943928,RIGHT
0.361702,0.93617,0.043478,0.869565,0.272408,0.638298,0.06383,0,0.5,0.25,0.75,0.382979,0.702128,0.968427,0.929291,LEFT
0.361702,0.319149,0.326087,0.673913,0.751494,0.638298,0.680851,1,0.5,1,0.5,0.425532,0.553191,0.069135,0.394635,DOWN
0.765957,0.212766,0.717391,0.23913,0.317399,0.234043,0.787234,0,0.5,0,0.5,0.765957,0.319149,0.94403,0.182816,LEFT
0.212766,0.659574,0.195652,0.804348,0.222847,0.787234,0.340426,0.5,1,0.5,1,0.234043,0.404255,0.536248,0.97111,DOWN
0.361702,0.638298,0.326087,0.847826,0.179965,0.638298,0.361702,0.5,1,0.5,1,0.361702,0.489362,0.5,0.943928,DOWN
0.340426,0.723404,0.086957,0.978261,0.17188,0.659574,0.276596,0,0.5,0,0.5,0.382979,0.87234,0.956716,0.14476,LEFT
0.297872,0.425532,0.608696,0.434783,0.739192,0.702128,0.574468,0,0.5,0,0.5,0.829787,0.425532,0.99593,0.211646,LEFT
0.617021,0.468085,0.630435,0.673913,0.274517,0.382979,0.531915,0.5,0,0.5,0,0.404255,0.723404,0.279364,0.014599,UP
0.510638,0.297872,0.478261,0.565217,0.401054,0.489362,0.702128,0.5,1,0.75,0.75,0.468085,0.702128,0.034826,0.161674,DOWN
0.148936,0.276596,0.673913,0.152174,0.680141,0.851064,0.723404,0.5,0,0.5,0,0.170213,0.787234,0.956716,0.005223,UP
0.893617,0.234043,0.891304,0.456522,0.059402,0.106383,0.765957,0.5,1,0.5,1,0.893617,0.191489,0.5,0.838218,DOWN
0.468085,0.510638,0.456522,0.586957,0.052021,0.531915,0.489362,0.5,1,0.5,1,0.468085,0.468085,0.5,0.838218,DOWN
0.510638,0.638298,0.608696,0.195652,0.620387,0.489362,0.361702,0.5,0,0.5,0,0.106383,0.765957,0.161691,0.006633,UP
0.468085,0.085106,0.608696,0.043478,0.086467,0.531915,0.914894,0,0.5,0,0.5,0.553191,0.085106,0.90597,0.499946,LEFT
0.489362,0.148936,0.673913,0.130435,0.068893,0.510638,0.851064,1,0.5,1,0.5,0.404255,0.148936,0.09403,0.499946,RIGHT
0.361702,0.702128,0.826087,0.847826,0.211951,0.638298,0.297872,0.5,1,0.5,1,0.553191,0.659574,0.880597,0.96507,DOWN
0.659574,0.468085,0.869565,0.434783,0.266432,0.340426,0.531915,1,0.5,1,0.5,0.425532,0.468085,0.034826,0.499946,RIGHT
0.191489,0.234043,0.23913,0.26087,0.420035,0.808511,0.765957,0,0.5,0,0.5,0.319149,0.170213,0.989339,0.354972,LEFT
0.744681,0.659574,0.847826,0.326087,0.706151,0.255319,0.340426,0,0.5,0,0.5,0.765957,0.446809,0.996431,0.863956,LEFT
0.680851,0.787234,0.021739,0.217391,0.30123,0.319149,0.212766,0,0.5,0,0.5,0.93617,0.829787,0.973632,0.432292,LEFT
0.787234,0.382979,0.891304,0.478261,0.12478,0.212766,0.617021,0,0.5,0,0.5,0.87234,0.382979,0.90597,0.499946,LEFT
1,0.06383,1,0.065217,0.665026,0,0.93617,1,0.5,1,0.5,0.553191,0.468085,0.004914,0.264806,DOWN
0.489362,0.446809,0.5,0.152174,0.110369,0.510638,0.553191,0.5,0,0.5,0,0.489362,0.531915,0.5,0.09402,UP
0.617021,0.234043,0.673913,0.217391,0.073111,0.382979,0.765957,0.5,1,0.5,1,0.617021,0.148936,0.5,0.905872,DOWN
0.361702,0.276596,0.369565,0.043478,0.190158,0.638298,0.723404,0.5,1,0.5,1,0.361702,0.042553,0.5,0.96507,DOWN
0.659574,0.574468,0.630435,0.673913,0.269244,0.340426,0.425532,0.5,1,1,0.5,0.617021,0.617021,0.213173,0.874986,DOWN
0.744681,0.510638,0.978261,0.521739,0.395782,0.255319,0.489362,1,0.5,1,0.5,0.531915,0.574468,0.015604,0.338498,RIGHT
0.638298,0.489362,0.913043,0.021739,0.874868,0.361702,0.510638,0.5,0,0.5,0,0.723404,0.021277,0.949229,0.558173,UP
0.468085,0.255319,0.5,0.369565,0.539895,0.531915,0.744681,0.5,1,0.5,1,0.042553,0.12766,0.139865,0.990986,DOWN
0.851064,0.617021,0.847826,0.630435,0.169772,0.148936,0.382979,0.5,1,0.5,1,0.893617,0.361702,0.872139,0.973527,DOWN
0.617021,0.893617,0.978261,0.847826,0.158875,0.382979,0.106383,1,0.5,0.75,0.75,0.425532,0.808511,0.028785,0.934867,RIGHT
0.276596,0.851064,0.173913,0.76087,0.209842,0.723404,0.148936,0,0.5,0,0.5,0.340426,0.744681,0.96133,0.776714,LEFT
0.93617,0.829787,0.913043,0.73913,0.220387,0.06383,0.170213,0.5,0,0.5,0,0.723404,0.787234,0.08209,0.171623,UP
0.148936,0.042553,0.23913,0,0.3529,0.851064,0.957447,0,0.5,0,0.5,0.361702,0.234043,0.98209,0.271612,LEFT
0.191489,0.404255,0.565217,0.913043,0.397188,0.808511,0.595745,0.5,1,0.5,1,0.404255,0.191489,0.741649,0.983192,DOWN
0.12766,0.212766,1,0.565217,0.119508,0.87234,0.787234,0.5,1,0.25,0.75,0.234043,0.191489,0.862474,0.934867,DOWN
0.680851,0.765957,0.782609,0.934783,0.081898,0.319149,0.234043,0.5,1,0.5,1,0.680851,0.702128,0.5,0.880502,DOWN
0.829787,0.361702,0.847826,0.413043,0.530404,0.170213,0.638298,0.5,1,0.5,1,0.595745,0.744681,0.059309,0.419829,DOWN
0.893617,0.553191,1,0.304348,0.149736,0.106383,0.446809,0,0.5,0,0.5,0.978723,0.510638,0.934968,0.64492,LEFT
0.148936,0.234043,0.23913,0.26087,0.419332,0.851064,0.765957,0,0.5,0,0.5,0.361702,0.170213,0.989339,0.318729,LEFT
0.446809,0.93617,0.608696,0.434783,0.779613,0.553191,0.06383,1,0.5,1,0.5,0.085106,0.638298,0.00407,0.788246,RIGHT
0.340426,0.489362,0.326087,0.847826,0.191213,0.659574,0.510638,0.5,0,0.5,0,0.340426,0.638298,0.5,0.055964,UP
0.574468,0.510638,0.130435,0.978261,0.149385,0.425532,0.489362,0.5,1,0.5,1,0.638298,0.404255,0.669154,0.950975,DOWN
0.957447,0.659574,0.847826,0.630435,0.184183,0.042553,0.340426,0,0.5,0.25,0.25,0.93617,0.893617,0.872139,0.060192,LEFT
0.021277,0.446809,0,0.76087,0.124077,0.978723,0.553191,0.5,1,0.5,1,0.021277,0.340426,0.5,0.922786,DOWN
0.255319,0.106383,1,0.521739,0.605975,0.744681,0.893617,1,0.5,0.75,0.25,0.234043,0.787234,0.007463,0.022386,RIGHT
0.744681,0.489362,0.347826,0.26087,0.784886,0.255319,0.510638,1,0.5,1,0.5,0.297872,0.914894,0.002687,0.25639,RIGHT
0.446809,0.553191,0.978261,0.521739,0.401406,0.553191,0.446809,0.5,0,0.25,0.25,0.723404,0.723404,0.96133,0.015602,UP
0.638298,0.276596,0.73913,0.282609,0.697715,0.361702,0.723404,1,0.5,0.75,0.75,0.723404,0.276596,0.769927,0.856211,RIGHT
0.617021,0.93617,0.130435,0.934783,0.153251,0.382979,0.06383,0.5,1,0.5,1,0.723404,0.893617,0.817164,0.943928,LEFT
0.042553,0.12766,0.086957,0.434783,0.573286,0.957447,0.87234,0.5,1,0.5,1,0.510638,0.191489,0.932836,0.887964,DOWN
0.255319,0.978723,0.195652,0.978261,0.532513,0.744681,0.021277,0,0.5,0,0.5,0.787234,0.893617,0.991605,0.38895,LEFT
0.829787,1,0.26087,0,0.219684,0.170213,0,0,0.5,0,0.5,1,0.93617,0.965174,0.626798,LEFT
0.851064,0.829787,0.217391,0.347826,0.183831,0.148936,0.170213,0,0.5,0,0.5,0.914894,0.93617,0.96133,0.223178,LEFT
0.255319,0.744681,0.26087,0.173913,0.683304,0.744681,0.255319,1,0.5,1,0.5,0.361702,0.574468,0.315468,0.915098,RIGHT
0.893617,0.893617,0.891304,0.913043,0.097012,0.106383,0.106383,0,0.5,0.25,0.75,0.914894,0.829787,0.90597,0.804391,LEFT
0.531915,0.702128,0.804348,0.152174,0.464323,0.468085,0.297872,1,0.5,1,0.5,0.574468,0.893617,0.187715,0.109632,RIGHT
0.297872,0.723404,0.347826,0.673913,0.185589,0.702128,0.276596,0.5,0,0.5,0,0.382979,0.808511,0.730665,0.038666,RIGHT
0.106383,0.425532,0.086957,0.543478,0.655536,0.893617,0.574468,0.5,1,0.25,0.75,0.12766,0.787234,0.98386,0.322943,DOWN
0.595745,0.765957,0.478261,0.565217,0.372935,0.404255,0.234043,0.5,0,0.5,0,0.468085,0.531915,0.077115,0.499946,UP
0.446809,0.765957,0.391304,0.608696,0.022847,0.553191,0.234043,1,0.5,1,0.5,0.382979,0.744681,0.09403,0.601428,UP
0.212766,0.106383,0.652174,0.5,0.216872,0.787234,0.893617,0.5,1,0.5,1,0.404255,0.085106,0.890356,0.968323,DOWN
0.553191,0.723404,0.913043,0.869565,0.260105,0.446809,0.276596,1,0.5,1,0.5,0.340426,0.808511,0.022388,0.350708,RIGHT
0.510638,0.191489,0.891304,0.195652,0.324429,0.489362,0.808511,1,0.5,1,0.5,0.148936,0.340426,0.012836,0.357872,RIGHT
0.489362,0.574468,0.978261,0.521739,0.40246,0.510638,0.425532,0,0.5,0,0.5,0.723404,0.787234,0.984396,0.269306,LEFT
0.723404,0.787234,0.73913,0.76087,0.199297,0.276596,0.212766,1,0.5,1,0.5,0.553191,0.787234,0.048922,0.499946,RIGHT
0.212766,0.489362,0.347826,0.521739,0.13884,0.787234,0.510638,0.5,0,0.5,0,0.382979,0.531915,0.851321,0.031569,UP
0.404255,0.361702,0.391304,0.369565,0.236555,0.595745,0.638298,0,0.5,0.25,0.25,0.425532,0.617021,0.971215,0.065025,LEFT
0.468085,0.574468,0.369565,0.565217,0.094903,0.531915,0.425532,0,0.5,0,0.5,0.553191,0.595745,0.922885,0.415378,LEFT
0.446809,0.042553,0.304348,1,0.319859,0.553191,0.957447,0,0.5,0,0.5,0.723404,0.042553,0.971215,0.499946,LEFT
0.255319,0.851064,0.021739,0.630435,0.650264,0.744681,0.148936,1,0.5,1,0.5,0.234043,0.574468,0.007915,0.838218,RIGHT
0.446809,0.06383,0.391304,0,0.239016,0.553191,0.93617,0.5,0,0.5,0,0.446809,0.361702,0.5,0.026365,UP
0.446809,0.425532,0.608696,0.434783,0.741652,0.553191,0.574468,0,0.5,0,0.5,0.744681,0.361702,0.99593,0.29237,LEFT
0.787234,0.93617,0.934783,0.934783,0.153954,0.212766,0.06383,1,0.5,1,0.5,0.595745,0.93617,0.043284,0.499946,RIGHT
0.808511,0.148936,0.804348,0.108696,0.26116,0.191489,0.851064,1,0.5,1,0.5,0.510638,0.148936,0.026368,0.499946,UP
0.234043,0.638298,0.217391,0.23913,0.579613,0.765957,0.361702,0.5,0,0.5,0,0.744681,0.808511,0.869064,0.007914,UP
0.680851,0.085106,0.695652,0,0.085764,0.319149,0.914894,0.5,0,0.5,0,0.680851,0.170213,0.5,0.09402,UP
0.680851,0.212766,0.673913,0.217391,0.063972,0.319149,0.787234,0.5,1,0.5,1,0.680851,0.12766,0.5,0.905872,DOWN
0,0.765957,0,0.434783,0.84007,1,0.234043,0.5,0,0.5,0,0.93617,0.723404,0.971852,0.081557,UP
0.787234,0.106383,1,0.521739,0.597188,0.212766,0.893617,1,0.5,1,0.5,0.234043,0.255319,0.007463,0.39548,RIGHT
0.638298,0.744681,0.347826,0.76087,0.703691,0.361702,0.255319,0,0.5,0,0.5,0.723404,0.042553,0.997313,0.895724,LEFT
0.404255,0.595745,0.391304,0.608696,0.019332,0.595745,0.404255,0,0.5,0,0.5,0.446809,0.638298,0.90597,0.296983,LEFT
0.765957,0.638298,0.608696,0.434783,0.700527,0.234043,0.361702,0,0.5,0,0.5,0.468085,0.191489,0.315468,0.972758,LEFT
0.87234,0.021277,0.782609,0.043478,0.263972,0.12766,0.978723,0,0.5,0,0.5,0.723404,0.234043,0.460964,0.090117,LEFT
0.680851,0.085106,1,0.065217,0.053427,0.319149,0.914894,0.5,1,0.5,1,0.680851,0.042553,0.5,0.838218,RIGHT
0.255319,0.808511,0.23913,0.326087,0.441476,0.744681,0.191489,0,0.5,0,0.5,0.297872,0.425532,0.983298,0.934867,UP
0.638298,0.553191,0.478261,0.565217,0.418629,0.361702,0.446809,0,0.5,0,0.5,0.851064,0.276596,0.986318,0.774792,LEFT
0.382979,0.531915,0.391304,0.630435,0.053076,0.617021,0.468085,0.5,1,0.25,0.75,0.404255,0.510638,0.669154,0.838218,DOWN
0.829787,0.553191,0.934783,0.586957,0.564499,0.170213,0.446809,1,0.5,1,0.5,0.468085,0.255319,0.008395,0.75365,RIGHT
0.340426,0.404255,0.76087,0.565217,0.943058,0.659574,0.595745,0.5,0,0.5,0,0.744681,0.425532,0.820092,0.000345,RIGHT
0.87234,0.553191,0.565217,0.565217,0.58348,0.12766,0.446809,0.5,0,0.5,0,0.553191,0.425532,0.113362,0.185836,LEFT
0.659574,0.319149,0.173913,0.934783,0.138489,0.340426,0.680851,0.5,1,0.5,1,0.659574,0.191489,0.5,0.934867,DOWN
0.829787,0.659574,0.847826,0.369565,0.253076,0.170213,0.340426,0.5,1,0.5,1,0.787234,0.361702,0.440299,0.977506,RIGHT
0.702128,0.957447,1,0.804348,0.746221,0.297872,0.042553,0,0.5,0,0.5,0.893617,0.489362,0.994776,0.829761,LEFT
0.468085,0.212766,0.5,0.369565,0.540598,0.531915,0.787234,0.5,1,0.5,1,0.042553,0.170213,0.107125,0.990986,DOWN
0.765957,0.659574,0.630435,0.673913,0.250615,0.234043,0.340426,1,0.5,1,0.5,0.510638,0.87234,0.014601,0.169028,RIGHT
0.489362,0.829787,0.76087,0.565217,0.923726,0.510638,0.170213,0,0.5,0,0.5,0.340426,0.595745,0.742021,0.983935,LEFT
0.148936,0.425532,0.913043,0.413043,0.721265,0.851064,0.574468,1,0.5,0.75,0.75,0.255319,0.340426,0.5,0.980648,RIGHT
0.574468,0.148936,0.608696,0.434783,0.713181,0.425532,0.851064,1,0.5,1,0.5,0.531915,0.680851,0.373134,0.06173,RIGHT
0.978723,0.361702,0.847826,0.369565,0.202109,0.021277,0.638298,1,0.5,1,0.5,0.829787,0.553191,0.022388,0.231318,RIGHT
0.468085,0.702128,0.630435,0.913043,0.084359,0.531915,0.297872,0.5,1,0.5,1,0.468085,0.638298,0.5,0.880502,DOWN
0.234043,0.638298,0.73913,0.956522,0.28225,0.765957,0.361702,0.5,0,0.5,0,0.404255,0.723404,0.812285,0.031569,UP
0.489362,0.617021,0.565217,0.565217,0.547979,0.510638,0.382979,1,0.5,1,0.5,0.702128,0.595745,0.54833,0.922786,RIGHT
0.680851,0.595745,0.565217,0.586957,0.144112,0.319149,0.404255,0,0.5,0.25,0.75,0.851064,0.553191,0.96133,0.915098,LEFT
0.319149,0.659574,0.304348,1,0.307557,0.680851,0.340426,0.5,1,0.5,1,0.361702,0.425532,0.572495,0.97111,DOWN
0.93617,0.404255,0.869565,0.086957,0.285413,0.06383,0.595745,0.5,1,0.5,1,0.851064,0.595745,0.09403,0.499946,DOWN
0.914894,0.93617,0.021739,0.565217,0.465729,0.085106,0.06383,0,0.5,0.25,0.75,0.702128,0.765957,0.477937,0.963231,LEFT
0.702128,0.595745,0.391304,0.543478,0.56696,0.297872,0.404255,0,0.5,0,0.5,0.361702,0.510638,0.541146,0.88393,LEFT
0.191489,0.765957,0.565217,0.913043,0.391213,0.808511,0.234043,0.5,1,0.5,1,0.191489,0.340426,0.5,0.983192,DOWN
0.829787,0.510638,0.891304,0.478261,0.117047,0.170213,0.489362,1,0.5,1,0.5,0.744681,0.510638,0.09403,0.499946,RIGHT
0.319149,0.893617,0.304348,1,0.303691,0.680851,0.106383,0.5,1,0.5,1,0.319149,0.617021,0.5,0.97111,DOWN
0.553191,0.510638,0.978261,0.521739,0.398946,0.446809,0.489362,1,0.5,1,0.5,0.723404,0.574468,0.407734,0.130922,RIGHT
0.595745,0.93617,0.326087,0.956522,0.635852,0.404255,0.06383,1,0.5,1,0.5,0.404255,0.893617,0.005892,0.700239,RIGHT
0.531915,0.106383,0.652174,0.608696,0.186995,0.468085,0.893617,1,0.5,1,0.5,0.319149,0.106383,0.03867,0.499946,RIGHT
0.404255,0.085106,0.130435,0.043478,0.276274,0.595745,0.914894,0,0.5,0,0.5,0.680851,0.085106,0.971215,0.499946,LEFT
0.617021,0.638298,0.065217,0,0.521617,0.382979,0.361702,0.5,0,0.5,0,0.93617,0.765957,0.821393,0.009451,UP
0.340426,0.06383,0.369565,0.23913,0.293497,0.659574,0.93617,1,0.5,1,0.5,0.12766,0.148936,0.026368,0.364637,RIGHT
0.617021,0.234043,0.782609,0.043478,0.274517,0.382979,0.765957,1,0.5,1,0.5,0.808511,0.06383,0.421929,0.929291,RIGHT
0.617021,0.361702,0.108696,0.108696,0.70123,0.382979,0.638298,0.5,1,0.5,1,0.170213,0.148936,0.154003,0.995822,LEFT
0.12766,0.404255,0.086957,0.847826,0.403163,0.87234,0.595745,0.5,1,0.5,1,0.510638,0.148936,0.794656,0.990986,DOWN
0.744681,0.510638,0.782609,0.478261,0.286819,0.255319,0.489362,1,0.5,1,0.5,0.297872,0.510638,0.015604,0.499946,RIGHT
0.744681,0.489362,0.543478,0.456522,0.231283,0.255319,0.510638,1,0.5,1,0.5,0.531915,0.404255,0.026368,0.635255,UP
0.829787,0.531915,0.456522,0.934783,0.142355,0.170213,0.468085,0.5,1,0.5,1,0.829787,0.425532,0.5,0.922786,DOWN
0.489362,0.06383,0.891304,0.021739,0.260457,0.510638,0.93617,0.5,0,0.75,0.25,0.276596,0.255319,0.043284,0.017908,UP
0.595745,0.787234,0.847826,0.76087,0.982074,0.404255,0.212766,1,0.5,1,0.5,0.765957,0.340426,0.320896,0.87304,RIGHT
0.276596,0.148936,0.543478,0.456522,0.24464,0.723404,0.851064,1,0.5,1,0.5,0.148936,0.319149,0.026368,0.229329,RIGHT
0.765957,0.319149,0.73913,0.065217,0.163796,0.234043,0.680851,0.5,1,0.5,1,0.765957,0.170213,0.5,0.943928,LEFT
0.808511,0.297872,0.695652,0.413043,0.279438,0.191489,0.702128,0,0.5,0,0.5,0.723404,0.446809,0.652239,0.11939,LEFT
0.787234,0.744681,0.565217,0.565217,0.536731,0.212766,0.255319,0.5,0,0.75,0.25,0.361702,0.553191,0.016702,0.789894,UP
0.489362,0.851064,0.543478,0.978261,0.057996,0.510638,0.148936,0.5,1,0.5,1,0.574468,0.765957,0.725539,0.950975,DOWN
0.680851,0.808511,0.217391,0.23913,0.589807,0.319149,0.191489,0,0.5,0,0.5,0.765957,0.553191,0.992085,0.807466,LEFT
0.425532,0.191489,0.021739,0.152174,0.52232,0.574468,0.808511,0,0.5,0.25,0.25,0.851064,0.170213,0.990547,0.584514,LEFT
0.659574,0.234043,0.347826,0.695652,0.746924,0.340426,0.765957,0,0.5,0,0.5,0.553191,0.574468,0.814144,0.101268,LEFT
0.12766,0.531915,0.130435,0.23913,0.173638,0.87234,0.468085,0.5,0,0.5,0,0.12766,0.723404,0.5,0.043279,UP
0.93617,0.021277,0.869565,0.086957,0.245343,0.06383,0.978723,0.5,0,0.5,0,0.765957,0.255319,0.144776,0.017908,LEFT
0.765957,0.617021,0.73913,0.282609,0.720211,0.234043,0.382979,0.5,0,0.5,0,0.510638,0.574468,0.176088,0.122089,UP
0.723404,0.340426,0.73913,0.282609,0.695255,0.276596,0.659574,0.5,1,0.5,1,0.87234,0.276596,0.564783,0.996558,DOWN
0.574468,0.659574,0.543478,0.630435,0.556063,0.425532,0.340426,0.5,0,0.5,0,0.297872,0.978723,0.272517,0.010035,UP
0.829787,0.468085,0.847826,0.413043,0.528647,0.170213,0.531915,0.5,1,0.5,1,0.659574,0.702128,0.12608,0.686886,DOWN
0.489362,0.106383,0,0.065217,0.116344,0.510638,0.893617,0,0.5,0,0.5,0.595745,0.106383,0.922885,0.499946,LEFT
0.510638,0.680851,0.608696,0.434783,0.728647,0.489362,0.319149,1,0.5,1,0.5,0.574468,0.425532,0.084803,0.834374,RIGHT
0.468085,0.510638,0.478261,0.565217,0.381371,0.531915,0.489362,0.5,1,0.25,0.75,0.446809,0.595745,0.901742,0.415378,DOWN
0.531915,0.574468,0.413043,0.521739,0.558875,0.468085,0.425532,0,0.5,0,0.5,0.723404,0.765957,0.995661,0.665148,LEFT
0.808511,0.170213,0.891304,0.195652,0.278383,0.191489,0.829787,1,0.5,1,0.5,0.787234,0.106383,0.012836,0.763798,RIGHT
0.893617,0.531915,0.869565,0.326087,0.259754,0.106383,0.468085,0.5,1,0.5,1,0.723404,0.319149,0.286331,0.980648,DOWN
0.87234,0.957447,0.782609,0.934783,0.073462,0.12766,0.042553,0,0.5,0,0.5,0.93617,0.957447,0.880597,0.499946,LEFT
0.234043,0.510638,0.304348,1,0.776098,0.765957,0.489362,0.5,0,0.5,0,0.085106,0.255319,0.612769,0.59391,LEFT
0.489362,1,0.543478,0.978261,0.066081,0.510638,0,1,0.5,1,0.5,0.319149,1,0.048922,0.499946,RIGHT
0.340426,0.659574,0.673913,0.5,0.546924,0.659574,0.340426,0.5,0,0.5,0,0.191489,0.617021,0.189884,0.077106,UP
0.638298,0.659574,0.413043,0.521739,0.53884,0.361702,0.340426,0.5,1,0.5,1,0.382979,0.404255,0.075148,0.995554,DOWN
0.06383,0.255319,0.043478,0.5,0.059402,0.93617,0.744681,0.5,1,0.5,1,0.06383,0.212766,0.5,0.838218,DOWN
0.361702,0.93617,0.369565,0.913043,0.17188,0.638298,0.06383,0.5,1,0.5,1,0.340426,0.787234,0.443615,0.950975,DOWN
0.425532,0.255319,0.108696,0.23913,0.880141,0.574468,0.744681,0,0.5,0,0.5,0.319149,0.446809,0.594612,0.035539,LEFT
