@relation 'snake_game-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-R3-4,7,9,17-18'

@attribute Head_x numeric
@attribute Head_y numeric
@attribute Dist_Food_x numeric
@attribute Dist_Food_y numeric
@attribute Dist_right_border numeric
@attribute Dist_bottom_border numeric
@attribute Dist_body_x1 numeric
@attribute Dist_body_y1 numeric
@attribute Dist_body_x2 numeric
@attribute Dist_body_y2 numeric
@attribute Dist_body_x3 numeric
@attribute Dist_body_y3 numeric
@attribute Prev_UP numeric
@attribute Prev_DOWN numeric
@attribute Prev_RIGHT numeric
@attribute direction {UP,DOWN,LEFT,RIGHT}

@data
0.77096,0.177905,-1.236068,-0.706205,-0.77096,-0.177905,-0.028297,-1.468235,0.674743,-0.758578,-0.152018,-0.366917,1.821615,-0.570481,-0.610712,UP
0.77096,0.099986,-1.236068,-0.628635,-0.77096,-0.099986,-0.028297,-1.468235,-0.029072,-1.496637,-0.224319,-0.439243,1.821615,-0.570481,-0.610712,UP
0.77096,0.022066,-1.236068,-0.551066,-0.77096,-0.022066,-0.028297,-1.468235,-0.029072,-1.496637,-0.296619,-0.511569,1.821615,-0.570481,-0.610712,UP
0.77096,-0.055854,-1.236068,-0.473496,-0.77096,0.055854,-0.028297,-1.468235,-0.029072,-1.496637,-0.296619,-0.511569,1.821615,-0.570481,-0.610712,UP
0.77096,-0.133773,-1.236068,-0.395927,-0.77096,0.133773,-0.028297,-1.468235,-0.029072,-1.496637,-0.296619,-0.511569,1.821615,-0.570481,-0.610712,UP
0.77096,-0.211693,-1.236068,-0.318357,-0.77096,0.211693,-0.028297,-1.468235,-0.029072,-1.496637,-0.296619,-0.511569,1.821615,-0.570481,-0.610712,UP
0.77096,-0.289613,-1.236068,-0.240788,-0.77096,0.289613,-0.028297,-1.468235,-0.029072,-1.496637,-0.296619,-0.511569,1.821615,-0.570481,-0.610712,UP
0.77096,-0.367532,-1.236068,-0.163219,-0.77096,0.367532,-0.028297,-1.468235,-0.029072,-1.496637,-0.296619,-0.511569,1.821615,-0.570481,-0.610712,UP
0.77096,-0.445452,-1.236068,-0.085649,-0.77096,0.445452,-0.028297,-1.468235,-0.029072,-1.496637,-0.296619,-0.511569,1.821615,-0.570481,-0.610712,LEFT
0.690321,-0.445452,-1.161029,-0.085649,-0.690321,0.445452,-1.411698,-0.020272,-0.732888,-0.758578,-0.36892,-0.439243,-0.548909,-0.570481,-0.610712,LEFT
0.609682,-0.445452,-1.08599,-0.085649,-0.609682,0.445452,-1.411698,-0.020272,-1.436703,-0.02052,-0.441221,-0.366917,-0.548909,-0.570481,-0.610712,LEFT
0.529043,-0.445452,-1.01095,-0.085649,-0.529043,0.445452,-1.411698,-0.020272,-1.436703,-0.02052,-0.513522,-0.29459,-0.548909,-0.570481,-0.610712,LEFT
0.448404,-0.445452,-0.935911,-0.085649,-0.448404,0.445452,-1.411698,-0.020272,-1.436703,-0.02052,-0.513522,-0.29459,-0.548909,-0.570481,-0.610712,LEFT
